adm2,group,phase,group_name,total_eligible
54005,1,1a,Older adults,162
54005,2,1b,Critical risk workers-1,460
54005,3,1b,Teachers,647
54005,4,1b,First responders,76
54005,5,1c,Ppl w. significant comorbid cond.,3465
54005,6,1c,Ppl w. moderate comorbid cond.,7712
54005,7,1c,All older adults,4183
54005,8,U,Ppl in homeless shelters,33
54005,9,U,Incarcerated,151
54005,10,U,Young adults,2854
54005,11,U,Children,4992
54005,12,U,Critical risk workers-2,1181
54007,0,1a,High risk workers,488
54007,1,1a,Older adults,112
54007,2,1b,Critical risk workers-1,278
54007,3,1b,Teachers,358
54007,4,1b,First responders,156
54007,5,1c,Ppl w. significant comorbid cond.,2091
54007,6,1c,Ppl w. moderate comorbid cond.,4653
54007,7,1c,All older adults,3054
54007,8,U,Ppl in homeless shelters,32
54007,9,U,Incarcerated,65
54007,10,U,Young adults,1902
54007,11,U,Children,2860
54007,12,U,Critical risk workers-2,632
54009,0,1a,High risk workers,1124
54009,1,1a,Older adults,894
54009,2,1b,Critical risk workers-1,739
54009,3,1b,Teachers,571
54009,4,1b,First responders,243
54009,5,1c,Ppl w. significant comorbid cond.,3116
54009,6,1c,Ppl w. moderate comorbid cond.,6935
54009,7,1c,All older adults,5070
54009,8,U,Ppl in homeless shelters,31
54009,9,U,Incarcerated,86
54009,10,U,Young adults,3466
54009,11,U,Children,4119
54009,12,U,Critical risk workers-2,658
54011,0,1a,High risk workers,12291
54011,1,1a,Older adults,887
54011,2,1b,Critical risk workers-1,2908
54011,3,1b,Teachers,2687
54011,4,1b,First responders,393
54011,5,1c,Ppl w. significant comorbid cond.,12895
54011,6,1c,Ppl w. moderate comorbid cond.,28702
54011,7,1c,All older adults,16980
54011,8,U,Ppl in homeless shelters,591
54011,9,U,Incarcerated,504
54011,10,U,Young adults,18871
54011,11,U,Children,18915
54011,12,U,Critical risk workers-2,8813
54013,0,1a,High risk workers,108
54013,1,1a,Older adults,112
54013,2,1b,Critical risk workers-1,80
54013,3,1b,Teachers,193
54013,4,1b,First responders,78
54013,5,1c,Ppl w. significant comorbid cond.,1083
54013,6,1c,Ppl w. moderate comorbid cond.,2410
54013,7,1c,All older adults,1681
54013,9,U,Incarcerated,21
54013,10,U,Young adults,790
54013,11,U,Children,1478
54013,12,U,Critical risk workers-2,123
54015,0,1a,High risk workers,162
54015,1,1a,Older adults,81
54015,2,1b,Critical risk workers-1,111
54015,3,1b,Teachers,220
54015,4,1b,First responders,8
54015,5,1c,Ppl w. significant comorbid cond.,1305
54015,6,1c,Ppl w. moderate comorbid cond.,2904
54015,7,1c,All older adults,1718
54015,8,U,Ppl in homeless shelters,28
54015,9,U,Incarcerated,25
54015,10,U,Young adults,1060
54015,11,U,Children,1987
54015,12,U,Critical risk workers-2,209
54017,0,1a,High risk workers,45
54017,1,1a,Older adults,98
54017,2,1b,Critical risk workers-1,100
54017,3,1b,Teachers,214
54017,4,1b,First responders,96
54017,5,1c,Ppl w. significant comorbid cond.,1157
54017,6,1c,Ppl w. moderate comorbid cond.,2575
54017,7,1c,All older adults,1714
54017,8,U,Ppl in homeless shelters,4
54017,9,U,Incarcerated,30
54017,10,U,Young adults,1313
54017,11,U,Children,1405
54017,12,U,Critical risk workers-2,248
54019,0,1a,High risk workers,1591
54019,1,1a,Older adults,1014
54019,2,1b,Critical risk workers-1,1265
54019,3,1b,Teachers,1012
54019,4,1b,First responders,245
54019,5,1c,Ppl w. significant comorbid cond.,6517
54019,6,1c,Ppl w. moderate comorbid cond.,14506
54019,7,1c,All older adults,8673
54019,8,U,Ppl in homeless shelters,121
54019,9,U,Incarcerated,170
54019,10,U,Young adults,5777
54019,11,U,Children,9132
54019,12,U,Critical risk workers-2,2048
54021,0,1a,High risk workers,140
54021,1,1a,Older adults,77
54021,2,1b,Critical risk workers-1,119
54021,3,1b,Teachers,205
54021,4,1b,First responders,102
54021,5,1c,Ppl w. significant comorbid cond.,1210
54021,6,1c,Ppl w. moderate comorbid cond.,2693
54021,7,1c,All older adults,1331
54021,8,U,Ppl in homeless shelters,4
54021,9,U,Incarcerated,310
54021,10,U,Young adults,1800
54021,11,U,Children,1224
54021,12,U,Critical risk workers-2,277
54023,0,1a,High risk workers,336
54023,1,1a,Older adults,207
54023,2,1b,Critical risk workers-1,286
54023,3,1b,Teachers,219
54023,4,1b,First responders,139
54023,5,1c,Ppl w. significant comorbid cond.,1672
54023,6,1c,Ppl w. moderate comorbid cond.,3721
54023,7,1c,All older adults,2750
54023,8,U,Ppl in homeless shelters,22
54023,9,U,Incarcerated,38
54023,10,U,Young adults,1539
54023,11,U,Children,2212
54023,12,U,Critical risk workers-2,427
54025,0,1a,High risk workers,2223
54025,1,1a,Older adults,415
54025,2,1b,Critical risk workers-1,1003
54025,3,1b,Teachers,770
54025,4,1b,First responders,456
54025,5,1c,Ppl w. significant comorbid cond.,4983
54025,6,1c,Ppl w. moderate comorbid cond.,11091
54025,7,1c,All older adults,7852
54025,8,U,Ppl in homeless shelters,77
54025,9,U,Incarcerated,134
54025,10,U,Young adults,4356
54025,11,U,Children,6995
54025,12,U,Critical risk workers-2,2087
54027,0,1a,High risk workers,748
54027,1,1a,Older adults,217
54027,2,1b,Critical risk workers-1,515
54027,3,1b,Teachers,599
54027,4,1b,First responders,270
54027,5,1c,Ppl w. significant comorbid cond.,3435
54027,6,1c,Ppl w. moderate comorbid cond.,7646
54027,7,1c,All older adults,4972
54027,8,U,Ppl in homeless shelters,63
54027,9,U,Incarcerated,117
54027,10,U,Young adults,2965
54027,11,U,Children,4496
54027,12,U,Critical risk workers-2,778
54029,0,1a,High risk workers,746
54029,1,1a,Older adults,317
54029,2,1b,Critical risk workers-1,1163
54029,3,1b,Teachers,775
54029,4,1b,First responders,403
54029,5,1c,Ppl w. significant comorbid cond.,4254
54029,6,1c,Ppl w. moderate comorbid cond.,9470
54029,7,1c,All older adults,6494
54029,8,U,Ppl in homeless shelters,47
54029,9,U,Incarcerated,62
54029,10,U,Young adults,3575
54029,11,U,Children,5721
54029,12,U,Critical risk workers-2,903
54031,0,1a,High risk workers,299
54031,1,1a,Older adults,145
54031,2,1b,Critical risk workers-1,504
54031,3,1b,Teachers,347
54031,4,1b,First responders,197
54031,5,1c,Ppl w. significant comorbid cond.,1888
54031,6,1c,Ppl w. moderate comorbid cond.,4201
54031,7,1c,All older adults,2945
54031,8,U,Ppl in homeless shelters,18
54031,9,U,Incarcerated,46
54031,10,U,Young adults,1570
54031,11,U,Children,2844
54031,12,U,Critical risk workers-2,533
54033,0,1a,High risk workers,5002
54033,1,1a,Older adults,1196
54033,2,1b,Critical risk workers-1,3562
54033,3,1b,Teachers,1980
54033,4,1b,First responders,232
54033,5,1c,Ppl w. significant comorbid cond.,8807
54033,6,1c,Ppl w. moderate comorbid cond.,19603
54033,7,1c,All older adults,12691
54033,8,U,Ppl in homeless shelters,356
54033,9,U,Incarcerated,232
54033,10,U,Young adults,9097
54033,11,U,Children,14665
54033,12,U,Critical risk workers-2,6760
54035,0,1a,High risk workers,945
54035,1,1a,Older adults,220
54035,2,1b,Critical risk workers-1,904
54035,3,1b,Teachers,727
54035,4,1b,First responders,326
54035,5,1c,Ppl w. significant comorbid cond.,3829
54035,6,1c,Ppl w. moderate comorbid cond.,8522
54035,7,1c,All older adults,5668
54035,8,U,Ppl in homeless shelters,38
54035,9,U,Incarcerated,112
54035,10,U,Young adults,3649
54035,11,U,Children,6295
54035,12,U,Critical risk workers-2,1331
54037,0,1a,High risk workers,1511
54037,1,1a,Older adults,484
54037,2,1b,Critical risk workers-1,1619
54037,3,1b,Teachers,1531
54037,4,1b,First responders,124
54037,5,1c,Ppl w. significant comorbid cond.,6314
54037,6,1c,Ppl w. moderate comorbid cond.,14054
54037,7,1c,All older adults,8477
54037,8,U,Ppl in homeless shelters,94
54037,9,U,Incarcerated,254
54037,10,U,Young adults,7858
54037,11,U,Children,12716
54037,12,U,Critical risk workers-2,2524
54039,0,1a,High risk workers,15813
54039,1,1a,Older adults,1411
54039,2,1b,Critical risk workers-1,7229
54039,3,1b,Teachers,4593
54039,4,1b,First responders,1814
54039,5,1c,Ppl w. significant comorbid cond.,24185
54039,6,1c,Ppl w. moderate comorbid cond.,53831
54039,7,1c,All older adults,36007
54039,8,U,Ppl in homeless shelters,796
54039,9,U,Incarcerated,946
54039,10,U,Young adults,25698
54039,11,U,Children,37561
54039,12,U,Critical risk workers-2,15672
54041,0,1a,High risk workers,666
54041,1,1a,Older adults,252
54041,2,1b,Critical risk workers-1,582
54041,3,1b,Teachers,426
54041,4,1b,First responders,168
54041,5,1c,Ppl w. significant comorbid cond.,2298
54041,6,1c,Ppl w. moderate comorbid cond.,5114
54041,7,1c,All older adults,3196
54041,8,U,Ppl in homeless shelters,24
54041,9,U,Incarcerated,48
54041,10,U,Young adults,2107
54041,11,U,Children,3502
54041,12,U,Critical risk workers-2,968
54043,0,1a,High risk workers,420
54043,1,1a,Older adults,418
54043,2,1b,Critical risk workers-1,434
54043,3,1b,Teachers,591
54043,4,1b,First responders,234
54043,5,1c,Ppl w. significant comorbid cond.,2997
54043,6,1c,Ppl w. moderate comorbid cond.,6672
54043,7,1c,All older adults,3803
54043,8,U,Ppl in homeless shelters,29
54043,9,U,Incarcerated,51
54043,10,U,Young adults,2667
54043,11,U,Children,4736
54043,12,U,Critical risk workers-2,467
54045,0,1a,High risk workers,1455
54045,1,1a,Older adults,264
54045,2,1b,Critical risk workers-1,667
54045,3,1b,Teachers,905
54045,4,1b,First responders,417
54045,5,1c,Ppl w. significant comorbid cond.,5413
54045,6,1c,Ppl w. moderate comorbid cond.,12047
54045,7,1c,All older adults,6246
54045,8,U,Ppl in homeless shelters,35
54045,9,U,Incarcerated,224
54045,10,U,Young adults,4393
54045,11,U,Children,6989
54045,12,U,Critical risk workers-2,2430
54047,0,1a,High risk workers,401
54047,1,1a,Older adults,170
54047,2,1b,Critical risk workers-1,449
54047,3,1b,Teachers,433
54047,4,1b,First responders,240
54047,5,1c,Ppl w. significant comorbid cond.,3038
54047,6,1c,Ppl w. moderate comorbid cond.,6762
54047,7,1c,All older adults,3822
54047,8,U,Ppl in homeless shelters,44
54047,9,U,Incarcerated,417
54047,10,U,Young adults,2379
54047,11,U,Children,3942
54047,12,U,Critical risk workers-2,1100
54049,0,1a,High risk workers,1996
54049,1,1a,Older adults,963
54049,2,1b,Critical risk workers-1,1513
54049,3,1b,Teachers,1555
54049,4,1b,First responders,668
54049,5,1c,Ppl w. significant comorbid cond.,7527
54049,6,1c,Ppl w. moderate comorbid cond.,16753
54049,7,1c,All older adults,10654
54049,8,U,Ppl in homeless shelters,186
54049,9,U,Incarcerated,193
54049,10,U,Young adults,9699
54049,11,U,Children,11321
54049,12,U,Critical risk workers-2,3413
54051,0,1a,High risk workers,1018
54051,1,1a,Older adults,700
54051,2,1b,Critical risk workers-1,1003
54051,3,1b,Teachers,843
54051,4,1b,First responders,425
54051,5,1c,Ppl w. significant comorbid cond.,4320
54051,6,1c,Ppl w. moderate comorbid cond.,9616
54051,7,1c,All older adults,6579
54051,8,U,Ppl in homeless shelters,59
54051,9,U,Incarcerated,231
54051,10,U,Young adults,4036
54051,11,U,Children,6321
54051,12,U,Critical risk workers-2,2872
54053,0,1a,High risk workers,843
54053,1,1a,Older adults,255
54053,2,1b,Critical risk workers-1,628
54053,3,1b,Teachers,704
54053,4,1b,First responders,324
54053,5,1c,Ppl w. significant comorbid cond.,3595
54053,6,1c,Ppl w. moderate comorbid cond.,8001
54053,7,1c,All older adults,5369
54053,8,U,Ppl in homeless shelters,26
54053,9,U,Incarcerated,110
54053,10,U,Young adults,3399
54053,11,U,Children,5610
54053,12,U,Critical risk workers-2,693
54055,0,1a,High risk workers,3276
54055,1,1a,Older adults,432
54055,2,1b,Critical risk workers-1,1973
54055,3,1b,Teachers,1717
54055,4,1b,First responders,711
54055,5,1c,Ppl w. significant comorbid cond.,8618
54055,6,1c,Ppl w. moderate comorbid cond.,19183
54055,7,1c,All older adults,12584
54055,8,U,Ppl in homeless shelters,207
54055,9,U,Incarcerated,182
54055,10,U,Young adults,9036
54055,11,U,Children,12439
54055,12,U,Critical risk workers-2,3293
54057,0,1a,High risk workers,893
54057,1,1a,Older adults,285
54057,2,1b,Critical risk workers-1,578
54057,3,1b,Teachers,694
54057,4,1b,First responders,331
54057,5,1c,Ppl w. significant comorbid cond.,3554
54057,6,1c,Ppl w. moderate comorbid cond.,7911
54057,7,1c,All older adults,5620
54057,8,U,Ppl in homeless shelters,47
54057,9,U,Incarcerated,136
54057,10,U,Young adults,4028
54057,11,U,Children,5573
54057,12,U,Critical risk workers-2,1080
54059,0,1a,High risk workers,866
54059,1,1a,Older adults,126
54059,2,1b,Critical risk workers-1,572
54059,3,1b,Teachers,647
54059,4,1b,First responders,298
54059,5,1c,Ppl w. significant comorbid cond.,3666
54059,6,1c,Ppl w. moderate comorbid cond.,8159
54059,7,1c,All older adults,4306
54059,8,U,Ppl in homeless shelters,13
54059,9,U,Incarcerated,123
54059,10,U,Young adults,3161
54059,11,U,Children,5514
54059,12,U,Critical risk workers-2,1488
54061,0,1a,High risk workers,13104
54061,1,1a,Older adults,1267
54061,2,1b,Critical risk workers-1,3051
54061,3,1b,Teachers,3206
54061,4,1b,First responders,376
54061,5,1c,Ppl w. significant comorbid cond.,11272
54061,6,1c,Ppl w. moderate comorbid cond.,25089
54061,7,1c,All older adults,12278
54061,8,U,Ppl in homeless shelters,247
54061,9,U,Incarcerated,358
54061,10,U,Young adults,33232
54061,11,U,Children,17152
54061,12,U,Critical risk workers-2,8998
54063,0,1a,High risk workers,200
54063,1,1a,Older adults,140
54063,2,1b,Critical risk workers-1,309
54063,3,1b,Teachers,315
54063,4,1b,First responders,21
54063,5,1c,Ppl w. significant comorbid cond.,1911
54063,6,1c,Ppl w. moderate comorbid cond.,4253
54063,7,1c,All older adults,3264
54063,8,U,Ppl in homeless shelters,6
54063,9,U,Incarcerated,168
54063,10,U,Young adults,1532
54063,11,U,Children,2670
54063,12,U,Critical risk workers-2,402
54065,0,1a,High risk workers,457
54065,1,1a,Older adults,169
54065,2,1b,Critical risk workers-1,497
54065,3,1b,Teachers,344
54065,4,1b,First responders,43
54065,5,1c,Ppl w. significant comorbid cond.,2266
54065,6,1c,Ppl w. moderate comorbid cond.,5045
54065,7,1c,All older adults,3862
54065,8,U,Ppl in homeless shelters,20
54065,9,U,Incarcerated,37
54065,10,U,Young adults,2077
54065,11,U,Children,3296
54065,12,U,Critical risk workers-2,462
54067,0,1a,High risk workers,1066
54067,1,1a,Older adults,207
54067,2,1b,Critical risk workers-1,795
54067,3,1b,Teachers,583
54067,4,1b,First responders,147
54067,5,1c,Ppl w. significant comorbid cond.,3483
54067,6,1c,Ppl w. moderate comorbid cond.,7753
54067,7,1c,All older adults,5362
54067,8,U,Ppl in homeless shelters,44
54067,9,U,Incarcerated,73
54067,10,U,Young adults,3146
54067,11,U,Children,5128
54067,12,U,Critical risk workers-2,1214
54069,0,1a,High risk workers,3145
54069,1,1a,Older adults,668
54069,2,1b,Critical risk workers-1,1927
54069,3,1b,Teachers,1461
54069,4,1b,First responders,193
54069,5,1c,Ppl w. significant comorbid cond.,5157
54069,6,1c,Ppl w. moderate comorbid cond.,11480
54069,7,1c,All older adults,8826
54069,8,U,Ppl in homeless shelters,169
54069,9,U,Incarcerated,160
54069,10,U,Young adults,6844
54069,11,U,Children,8131
54069,12,U,Critical risk workers-2,4264
54071,0,1a,High risk workers,121
54071,1,1a,Older adults,180
54071,2,1b,Critical risk workers-1,139
54071,3,1b,Teachers,213
54071,4,1b,First responders,74
54071,5,1c,Ppl w. significant comorbid cond.,1087
54071,6,1c,Ppl w. moderate comorbid cond.,2420
54071,7,1c,All older adults,1818
54071,8,U,Ppl in homeless shelters,8
54071,9,U,Incarcerated,22
54071,10,U,Young adults,794
54071,11,U,Children,1269
54071,12,U,Critical risk workers-2,243
54073,0,1a,High risk workers,121
54073,1,1a,Older adults,64
54073,2,1b,Critical risk workers-1,193
54073,3,1b,Teachers,195
54073,4,1b,First responders,91
54073,5,1c,Ppl w. significant comorbid cond.,1015
54073,6,1c,Ppl w. moderate comorbid cond.,2259
54073,7,1c,All older adults,1377
54073,9,U,Incarcerated,26
54073,10,U,Young adults,1074
54073,11,U,Children,1431
54073,12,U,Critical risk workers-2,223
54075,0,1a,High risk workers,211
54075,1,1a,Older adults,145
54075,2,1b,Critical risk workers-1,276
54075,3,1b,Teachers,214
54075,4,1b,First responders,22
54075,5,1c,Ppl w. significant comorbid cond.,1279
54075,6,1c,Ppl w. moderate comorbid cond.,2846
54075,7,1c,All older adults,2047
54075,8,U,Ppl in homeless shelters,10
54075,9,U,Incarcerated,47
54075,10,U,Young adults,1004
54075,11,U,Children,1480
54075,12,U,Critical risk workers-2,326
54077,0,1a,High risk workers,1214
54077,1,1a,Older adults,308
54077,2,1b,Critical risk workers-1,935
54077,3,1b,Teachers,848
54077,4,1b,First responders,418
54077,5,1c,Ppl w. significant comorbid cond.,4551
54077,6,1c,Ppl w. moderate comorbid cond.,10130
54077,7,1c,All older adults,6346
54077,8,U,Ppl in homeless shelters,66
54077,9,U,Incarcerated,911
54077,10,U,Young adults,4725
54077,11,U,Children,6548
54077,12,U,Critical risk workers-2,1190
54079,0,1a,High risk workers,2122
54079,1,1a,Older adults,581
54079,2,1b,Critical risk workers-1,2514
54079,3,1b,Teachers,1460
54079,4,1b,First responders,154
54079,5,1c,Ppl w. significant comorbid cond.,7007
54079,6,1c,Ppl w. moderate comorbid cond.,15597
54079,7,1c,All older adults,9788
54079,8,U,Ppl in homeless shelters,86
54079,9,U,Incarcerated,234
54079,10,U,Young adults,6841
54079,11,U,Children,12855
54079,12,U,Critical risk workers-2,4251
54081,0,1a,High risk workers,4997
54081,1,1a,Older adults,684
54081,2,1b,Critical risk workers-1,2594
54081,3,1b,Teachers,1936
54081,4,1b,First responders,245
54081,5,1c,Ppl w. significant comorbid cond.,10667
54081,6,1c,Ppl w. moderate comorbid cond.,23742
54081,7,1c,All older adults,14907
54081,8,U,Ppl in homeless shelters,352
54081,9,U,Incarcerated,663
54081,10,U,Young adults,10439
54081,11,U,Children,15917
54081,12,U,Critical risk workers-2,6790
54083,0,1a,High risk workers,1834
54083,1,1a,Older adults,341
54083,2,1b,Critical risk workers-1,843
54083,3,1b,Teachers,569
54083,4,1b,First responders,340
54083,5,1c,Ppl w. significant comorbid cond.,4118
54083,6,1c,Ppl w. moderate comorbid cond.,9166
54083,7,1c,All older adults,6031
54083,8,U,Ppl in homeless shelters,67
54083,9,U,Incarcerated,165
54083,10,U,Young adults,4321
54083,11,U,Children,5566
54083,12,U,Critical risk workers-2,1526
54085,0,1a,High risk workers,149
54085,1,1a,Older adults,50
54085,2,1b,Critical risk workers-1,287
54085,3,1b,Teachers,260
54085,4,1b,First responders,113
54085,5,1c,Ppl w. significant comorbid cond.,1433
54085,6,1c,Ppl w. moderate comorbid cond.,3189
54085,7,1c,All older adults,2161
54085,10,U,Young adults,1181
54085,11,U,Children,1981
54085,12,U,Critical risk workers-2,451
54087,0,1a,High risk workers,423
54087,1,1a,Older adults,133
54087,2,1b,Critical risk workers-1,166
54087,3,1b,Teachers,302
54087,4,1b,First responders,166
54087,5,1c,Ppl w. significant comorbid cond.,2096
54087,6,1c,Ppl w. moderate comorbid cond.,4665
54087,7,1c,All older adults,2924
54087,8,U,Ppl in homeless shelters,21
54087,9,U,Incarcerated,41
54087,10,U,Young adults,1636
54087,11,U,Children,3082
54087,12,U,Critical risk workers-2,364
54089,0,1a,High risk workers,342
